 I  J	QI  QM	QL  CP	DS7	DS9
           7           5   3.9898227736529939        6.9633500848338423E-003  0.34155781456710999      -0.19494480253072721        6.9254652389684312E-002  0.99759901419477348     
           8           5   3.9759840398384876        1.1056694230307723E-002  0.15501169297307524       -9.9937070053856686E-002  0.10749186653181833       0.99420596388751636     
           9           5   3.9684784588270112        1.1951764168477597E-002   2.0029585208693291E-002  -5.5722256471359172E-002  0.12348390271812119       0.99234657543093352     
          10           5   3.9642254020568246        1.0755735084734014E-002  -6.5783117304746716E-002  -6.7362959661321109E-002  0.13171574367836331       0.99128752784812935     
           1           6  -3.9956225330122490        7.5068701057573878E-003  -5.1313365137887118E-002   8.2141162310825397E-002  -4.2202661813328490E-002 -0.99910907079050681     
           2           6  -3.9940663674324606        8.6160435739820185E-003  -7.1657410552352474E-002   2.3241241242160426E-002  -5.0493428398713784E-002 -0.99872439325799178     
           3           6  -3.9902281707849148        9.7197064707125452E-003  -8.8894182138727185E-002  -8.6325001429457399E-003  -6.6565594965157376E-002 -0.99778205113488305     
           4           6  -3.9768016358077283        9.3319702845630053E-003  -5.6552087463048802E-002   4.5169801024503298E-003 -0.10481181543066809      -0.99449207304338416     
           5           6  -3.8766519927330658        6.3519429153745255E-003  0.57014831026696733       0.32942458897005167      -0.24400978966411499      -0.96977276851233263     
           6           6   3.9903044658206119       -2.5355652112257882E-003  0.89566709743178963      -0.50568235798160588       -7.2121013081305974E-002  0.99739588903911469     
           7           6   3.9898227736529939       -6.9633500848339533E-003  0.34155781456710960      -0.19494480253072705        6.9254652389684312E-002  0.99759901419477348     
           8           6   3.9759840398384876       -1.1056694230308169E-002  0.15501169297307582       -9.9937070053857102E-002  0.10749186653181833       0.99420596388751636     
           9           6   3.9684784588270112       -1.1951764168477349E-002   2.0029585208695560E-002  -5.5722256471361808E-002  0.12348390271812119       0.99234657543093352     
          10           6   3.9642254020568246       -1.0755735084733318E-002  -6.5783117304741900E-002  -6.7362959661325689E-002  0.13171574367836331       0.99128752784812935     
           1           7  -3.9956225330122490        2.2550422739088263E-002  -4.4897432330122854E-002   7.5062904361953800E-002  -4.2202661813328504E-002 -0.99910907079050681     
